Id,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
241,34,F,General,Embroidery work,none,56400,4000,0,3,1,2,180,1,0.5,Handicrafts,12,50,8000
242,52,F,General,Fish vendor,none,48000,3800,0,0,1,3,200,1,0.5,Meat Businesses,12,50,8000
243,30,F,General,Embroidery work,none,38400,3200,0,3,1,2,200,1,0.5,Handicrafts,12,50,8000
244,30,F,General,Grocery store,none,42000,2500,0,1,1,2,250,1,0.5,Agro Based Businesses,12,50,8000
245,37,F,General,Fish vendor,none,42000,3500,0,0,1,3,250,1,0.5,Meat Businesses,12,50,8000
246,40,F,ST,Leaf plate making,Agriculture,12000,3000,0,2,1,4,400,1,0.5,Agro Based Businesses,12,12,5000
247,34,F,OBC,Goat rearing,Daily wage labourer,12000,3500,0,1,1,3,600,1,0.5,Meat Businesses,12,12,5000
248,50,F,General,Poultry farm,none,48000,3800,0,1,1,2,250,1,0.5,Meat Businesses,12,50,5000
249,28,F,OBC,Vegetable vendor,Agriculture,18000,3000,0,2,1,4,500,1,0.5,Agro Based Businesses,12,12,5000
250,39,F,General,Embroidery work,none,54000,4400,0,1,1,4,200,1,0.5,Handicrafts,12,50,5000
251,43,M,OBC,Stationery Shop,none,24000,2000,0,0,1,3,200,1,0.5,Retail Store,12,12,5000
252,43,M,OBC,General store,none,24000,2000,0,0,1,3,200,1,0.5,Retail Store,12,12,5000
253,38,F,ST,Paddy processing,Agriculture,24000,3000,0,1,1,4,500,1,0.5,Agro Based Businesses,12,12,5000
254,40,F,General,Tiffin center,none,54000,4100,0,2,1,3,250,1,0.5,Eateries,12,50,5000
255,38,M,OBC,Tiffin center,none,30000,2000,0,2,1,4,300,1,0.5,Eateries,12,12,5000
256,41,F,OBC,General store,Agriculture,24000,3000,0,2,1,4,250,1,0.5,Retail Store,12,12,5000
257,33,F,General,Poultry farm,none,48000,3800,0,2,1,2,250,1,0.5,Meat Businesses,12,50,5000
258,58,M,OBC,Milk business,none,36000,2400,0,0,1,4,300,1,0.5,Animal husbandry,12,12,5000
259,48,F,OBC,Poultry farm,Agriculture,12000,4000,0,0,1,5,300,1,0.5,Meat Businesses,12,12,5000
260,50,F,General,Embroidery work,none,54000,4400,0,2,1,3,200,1,0.5,Handicrafts,12,50,5000
261,29,F,ST,Pig rearing,Daily wage labourer,18000,2500,0,1,1,4,200,1,0.5,Meat Businesses,12,12,5000
262,33,F,ST,Pig rearing,Daily wage labourer,12000,3000,0,1,1,3,150,1,0.5,Meat Businesses,12,12,5000
263,48,F,OBC,Cycle repair shop,none,18000,4500,0,2,1,4,450,1,0.5,Repair Services,12,12,5000
264,45,F,OBC,Vegetable cultivation,Agriculture,18000,4500,0,0,1,3,600,1,0.5,Farming/ Agriculture,12,12,5000
265,33,F,OBC,Paddy processing,Agriculture,12000,5500,0,2,1,4,300,1,0.5,Agro Based Businesses,12,12,5000
266,22,F,ST,Poultry farm,Daily wage labourer,12000,3000,0,1,1,3,300,1,0.5,Meat Businesses,12,12,5000
267,32,F,OBC,Paddy processing,Agriculture,18000,4500,0,1,1,4,350,1,0.5,Agro Based Businesses,12,12,5000
268,38,F,General,Snacks business,Agriculture,12000,4500,0,0,1,3,600,1,0.5,Food Items,12,12,5000
269,40,F,OBC,Poultry farm,Agriculture,18000,5200,0,3,1,5,300,1,0.5,Meat Businesses,12,12,5000
270,47,M,OBC,Grocery store,none,33000,2400,0,0,1,3,300,1,0.5,Agro Based Businesses,12,12,5000
271,42,M,OBC,Milk business,none,36000,2700,0,1,1,3,400,1,0.5,Animal husbandry,12,12,5000
272,19,M,OBC,Betel shop,none,15000,800,0,0,1,2,200,1,0.5,Tobacco Related Activities,12,12,5000
273,38,M,OBC,Milk business,none,45000,3600,0,2,1,4,200,1,0.5,Animal husbandry,12,12,5000
274,39,M,OBC,General store,none,25000,1800,0,1,1,3,100,1,0.5,Retail Store,12,12,5000
275,28,M,OBC,Betel shop,none,1600,800,0,1,1,3,400,1,0.5,Tobacco Related Activities,12,12,5000
276,58,F,OBC,Fish vendor,none,36000,2500,1,1,1,5,100,1,0.5,Meat Businesses,12,12,5000
277,41,M,OBC,Betel shop,none,38000,2800,0,1,1,4,200,1,0.5,Tobacco Related Activities,12,12,5000
278,33,M,OBC,Cycle repair shop,none,20000,1200,0,1,1,3,250,1,0.5,Repair Services,12,12,5000
279,25,M,OBC,Tea stall,none,30000,2000,0,1,1,3,300,1,0.5,Eateries,12,12,5000
280,48,M,OBC,General store,none,18000,1000,0,0,1,4,100,1,0.5,Retail Store,12,12,5000
281,41,M,OBC,Tailoring,none,15000,900,0,1,1,3,400,1,0.5,Apparels,12,12,5000
282,49,F,OBC,Goat rearing,Livestock rearing,12000,4000,0,0,1,4,600,1,0.5,Meat Businesses,12,12,5000
283,35,F,OBC,Provision store,Livestock rearing,0,2500,0,1,1,3,200,1,0.5,Retail Store,12,12,5000
284,33,F,OBC,Goat rearing,Agriculture,0,2500,0,1,1,4,750,1,0.5,Meat Businesses,12,12,5000
285,38,F,OBC,Puffed rice business,Agriculture,24000,4000,0,0,1,2,200,1,0.5,Eateries,12,12,5000
286,36,F,OBC,Paddy processing,Agriculture,24000,4800,0,1,1,3,250,1,0.5,Agro Based Businesses,12,12,5000
287,36,F,OBC,Stationery Shop,Agriculture,40000,5000,0,1,1,3,200,1,0.5,Retail Store,12,12,5000
288,48,F,General,Flower Business,Agriculture,24000,3000,0,0,1,3,250,1,0.5,Agro Based Businesses,12,12,5000
289,40,F,General,Paddy processing,Agriculture,12000,4000,0,1,1,3,300,1,0.5,Agro Based Businesses,12,12,5000
290,44,F,OBC,Paddy processing,Agriculture,12000,3500,0,0,1,3,300,1,0.5,Agro Based Businesses,12,12,5000
291,38,F,OBC,Paddy processing,Agriculture,18000,6000,0,0,1,3,150,1,0.5,Agro Based Businesses,12,12,5000
292,30,F,OBC,Paddy processing,Livestock rearing,18000,4000,0,1,1,3,300,1,0.5,Agro Based Businesses,12,12,5000
293,32,F,Sc,Paddy processing,Agriculture,24000,4500,0,0,1,3,200,1,0.5,Agro Based Businesses,12,12,5000
294,38,F,OBC,Paddy processing,Agriculture,24000,4800,0,1,1,3,450,1,0.5,Agro Based Businesses,12,12,5000
295,36,F,OBC,Saree business,Agriculture,18000,4300,0,1,1,3,200,1,0.5,Apparels,12,12,5000
296,30,F,SC,Milk business,Daily wage labourer,18000,4000,0,2,1,4,250,1,0.5,Animal husbandry,12,12,5000
297,23,F,SC,Goat rearing,Agriculture,16800,4200,0,1,1,3,150,1,0.5,Meat Businesses,12,12,5000
298,36,F,OBC,Goat rearing,Agriculture,12000,4000,0,0,1,3,300,1,0.5,Meat Businesses,12,12,5000
299,43,F,General,Pig rearing,Agriculture,12000,3000,0,0,1,3,325,1,0.5,Meat Businesses,12,12,5000
300,47,F,SC,Vegetable cultivation,Others,6000,3750,0,1,1,3,380,1,0.5,Farming/ Agriculture,12,12,5000
301,30,F,Minority,Chicken & mutton shop,Others,8400,3300,0,2,1,4,325,1,0.5,Meat Businesses,12,12,5000
302,35,F,ST,Goat rearing,Livestock rearing,4800,2500,0,2,1,2,250,1,0.5,Meat Businesses,12,12,5000
303,45,F,General,General store,none,9600,3100,0,1,1,3,325,1,0.5,Retail Store,12,12,5000
304,42,F,General,Poultry farm,Others,8400,2300,0,0,1,2,220,1,0.5,Meat Businesses,12,12,5000
305,45,F,SC,Milk business,Livestock rearing,4800,3800,0,1,1,5,300,1,0.5,Animal husbandry,12,12,5000
306,43,F,SC,Poultry farm,Agriculture,6000,3500,0,2,1,4,250,1,0.5,Meat Businesses,12,12,5000
307,26,F,SC,Poultry farm,Others,10800,3200,0,1,1,3,280,1,0.5,Meat Businesses,12,12,5000
308,38,F,SC,Vegetable cultivation,Agriculture,7200,3000,1,0,1,3,290,1,0.5,Farming/ Agriculture,12,12,5000
309,25,F,Minority,Chicken & mutton shop,none,6600,2800,0,0,1,2,240,1,0.5,Meat Businesses,12,12,5000
310,41,F,General,Puffed rice business,Others,6000,3250,0,1,1,4,400,1,0.5,Eateries,12,12,5000
311,32,F,ST,Goat rearing,Agriculture,9600,3500,0,2,1,4,250,1,0.5,Meat Businesses,12,12,5000
312,48,F,Minority,Chicken & mutton shop,none,12000,3200,0,0,1,3,300,1,0.5,Meat Businesses,12,12,5000
313,47,F,Minority,General store,none,6000,3500,0,0,1,4,325,1,0.5,Retail Store,12,12,5000
314,30,F,General,Poultry farm,Livestock rearing,12000,3200,1,1,1,4,320,1,0.5,Meat Businesses,12,12,5000
315,33,M,OBC,Milk business,none,18000,900,0,0,1,2,200,1,0.5,Animal husbandry,12,12,5000
316,32,M,OBC,Milk business,none,16000,900,0,1,1,3,100,1,0.5,Animal husbandry,12,12,5000
317,44,M,OBC,Milk business,none,18000,1100,0,0,1,3,300,1,0.5,Animal husbandry,12,12,5000
318,42,M,OBC,Eggs selling,none,36000,1100,0,2,1,4,400,1,0.5,Meat Businesses,12,12,5000
319,52,M,OBC,Milk business,none,42000,3000,0,2,1,4,100,1,0.5,Animal husbandry,12,12,5000
320,26,M,OBC,Milk business,none,20000,1100,0,1,1,3,200,1,0.5,Animal husbandry,12,12,5000
321,37,M,OBC,Milk business,none,38000,2800,0,2,1,4,400,1,0.5,Animal husbandry,12,12,5000
322,39,M,OBC,Milk business,none,32000,2300,0,1,1,3,200,1,0.5,Animal husbandry,12,12,5000
323,44,M,OBC,Stationery Shop,none,24000,1200,0,0,1,3,100,1,0.5,Retail Store,12,12,5000
324,42,M,OBC,Milk business,Agriculture,40000,3000,0,4,1,6,300,1,0.5,Animal husbandry,12,12,5000
325,30,M,OBC,Milk business,none,42000,3200,0,1,1,1,500,1,0.5,Animal husbandry,12,12,5000
326,38,F,OBC,Carpenter/Wood business,none,38000,1500,0,0,1,3,200,1,0.5,Carpentery work,12,12,5000
327,33,F,OBC,Tailoring,Agriculture,36000,1700,0,1,1,3,200,1,0.5,Apparels,12,12,5000
328,50,F,GEN,Cloth business,none,36000,2400,0,0,1,5,300,1,0.5,Apparels,12,12,5000
329,40,F,BC,Electronic goods shop,none,55000,4000,0,2,1,3,200,1,0.5,Retail Store,12,12,5000
330,34,F,BC,Electronic goods shop,Others,60000,3000,0,1,1,4,200,1,0.5,Retail Store,12,12,5000
331,48,M,BC,Electronic goods shop,Others,48000,6500,0,0,1,4,250,1,0.5,Retail Store,12,12,5000
332,38,F,BC,Electronic goods shop,Others,6000,3000,0,2,1,3,150,1,0.5,Retail Store,12,12,5000
333,45,F,BC,Electronic goods shop,Others,60000,3000,0,1,1,2,150,1,0.5,Retail Store,12,12,5000
334,46,F,BC,Electronic goods shop,Others,55000,4500,0,0,1,3,200,1,0.5,Retail Store,12,12,5000
335,23,F,BC,Electronic goods shop,Others,48000,4500,0,0,1,3,150,1,0.5,Retail Store,12,12,5000
336,36,F,BC,Electronic goods shop,Others,48000,3500,0,2,1,3,100,1,0.5,Retail Store,12,12,5000
337,44,F,BC,Electronic goods shop,Others,42000,3000,0,0,1,2,150,1,0.5,Retail Store,12,12,5000
338,47,F,BC,Electronic goods shop,Others,36000,4500,0,0,1,3,250,1,0.5,Retail Store,12,12,5000
339,38,F,BC,Electronic goods shop,Others,36000,4000,0,2,1,3,250,1,0.5,Retail Store,12,12,5000
340,37,F,BC,Electronic goods shop,Others,48000,4500,0,2,1,3,150,1,0.5,Retail Store,12,12,5000
341,27,F,BC,Electronic goods shop,Others,48000,3000,0,0,1,3,250,1,0.5,Retail Store,12,12,5000
342,47,F,BC,Electronic goods shop,Others,30000,4000,0,0,1,3,150,1,0.5,Retail Store,12,12,5000
343,37,F,BC,Electronic goods shop,Others,36000,3000,0,1,1,3,200,1,0.5,Retail Store,12,12,5000
344,44,F,General,Tailoring,none,30000,1500,0,1,1,3,300,1,0.5,Apparels,12,12,5000
345,35,F,OBC,Milk business,none,24000,1700,0,2,1,4,300,1,0.5,Animal husbandry,12,12,5000
346,42,F,OBC,Paddy processing,none,30000,1900,0,0,1,4,300,1,0.5,Agro Based Businesses,12,12,5000
347,48,F,OBC,Milk business,none,38000,1800,0,0,1,4,300,1,0.5,Animal husbandry,12,12,5000
348,40,F,OBC,Milk business,none,30000,1800,0,1,1,5,1000,1,0.5,Animal husbandry,12,12,5000
349,30,F,OBC,Carpenter/Wood business,none,36000,1800,0,2,1,1,1500,1,0.5,Carpentery work,12,12,5000
350,33,F,General,Tailoring,none,18000,1300,0,0,1,3,300,1,0.5,Apparels,12,12,5000
351,41,F,General,Milk business,none,33000,1600,0,1,1,4,300,1,0.5,Animal husbandry,12,12,5000
352,34,F,OBC,Poultry farm,Daily wage labourer,36000,3000,0,6,1,8,112,1,0.5,Meat Businesses,12,12,5000
353,26,F,ST,General store,none,40000,3500,0,2,1,4,112,1,0.5,Retail Store,12,12,5000
354,24,F,OBC,Fast Food Stall,none,36000,3500,0,1,1,3,110,1,0.5,Eateries,12,12,5000
355,41,F,ST,General store,none,48000,4000,0,1,1,5,112,1,0.5,Retail Store,12,12,5000
356,42,F,OBC,Goat rearing,Daily wage labourer,36000,3000,0,0,1,2,111,1,0.5,Meat Businesses,12,12,5000
357,28,F,SC,Vegetable cultivation,Agriculture,36000,3000,0,3,1,5,110,1,0.5,Farming/ Agriculture,12,12,5000
358,29,F,OBC,Vegetable cultivation,Daily wage labourer,36000,3000,0,1,1,3,111,1,0.5,Farming/ Agriculture,12,12,5000
359,48,F,OBC,Black smith,Daily wage labourer,48000,3500,0,0,1,3,112,1,0.5,Construction Related Activities,12,12,5000
360,45,F,OBC,General store,none,48000,4000,0,0,1,4,112,1,0.5,Retail Store,12,12,5000
361,22,F,OBC,Vegetable cultivation,Agriculture,36000,3000,0,1,1,3,111,1,0.5,Farming/ Agriculture,12,12,5000
362,19,F,OBC,Vegetable cultivation,none,36000,3000,0,0,1,2,111,1,0.5,Farming/ Agriculture,12,12,5000
363,39,F,General,Embroidery work,none,36000,3000,0,2,1,4,220,1,0.5,Handicrafts,12,50,5000
364,39,F,SC,Poultry farm,Daily wage labourer,36000,3000,0,1,1,1,112,1,0.5,Meat Businesses,12,12,5000
365,37,F,General,Poultry farm,none,33600,2800,0,3,1,5,225,1,0.5,Meat Businesses,12,50,5000
366,28,F,SC,General store,Daily wage labourer,30000,3000,0,1,1,1,112,1,0.5,Retail Store,12,12,5000
367,31,F,General,Embroidery work,none,48000,3900,0,3,1,5,250,1,0.5,Handicrafts,12,50,5000
368,35,F,OBC,Goat rearing,Livestock rearing,40000,3500,0,1,1,1,112,1,0.5,Meat Businesses,12,12,5000
369,25,F,OBC,Laundry,none,60000,4500,0,2,1,4,350,1,0.5,Laundry Services,12,50,5000
370,27,F,OBC,Photo studio,none,60000,4000,0,1,1,3,300,1,0.5,Retail Store,12,50,5000
371,28,F,OBC,Medical shop,none,60000,4000,0,4,1,6,350,1,0.5,Retail Store,12,50,5000
372,38,F,OBC,Goat rearing,Livestock rearing,40000,3200,0,1,1,1,110,1,0.5,Meat Businesses,12,12,5000
373,30,F,OBC,Vegetable cultivation,Agriculture,50000,4000,0,3,1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
374,30,F,SC,Paddy cultivation,Agriculture,36000,3000,0,0,1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
375,24,F,OBC,Black smith,none,36000,3000,0,1,1,1,112,1,0.5,Construction Related Activities,12,12,5000
376,26,F,OBC,Poultry farm,Daily wage labourer,36000,3000,0,1,1,3,112,1,0.5,Meat Businesses,12,12,5000
377,21,F,OBC,General store,none,40000,3200,0,1,1,1,112,1,0.5,Retail Store,12,12,5000
378,28,F,General,Embroidery work,none,42000,3400,0,2,1,4,250,1,0.5,Handicrafts,12,50,5000
379,28,F,OBC,Poultry farm,Livestock rearing,36000,3000,0,3,1,1,112,1,0.5,Meat Businesses,12,12,5000
380,21,F,OBC,Goat rearing,none,36000,3000,0,2,1,1,112,1,0.5,Meat Businesses,12,12,5000
381,36,F,OBC,Broom selling,none,48000,4000,0,4,1,1,112,1,0.5,Retail Sale,12,12,5000
382,50,F,SC,General store,Daily wage labourer,36000,3000,0,0,1,1,112,1,0.5,Retail Store,12,12,5000
383,41,F,Other,Tailoring,none,72000,5000,0,3,1,5,450,1,0.5,Apparels,12,50,5000
384,23,F,OBC,Spices and condiments business,none,36000,3000,0,2,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
385,55,F,OBC,Vegetable vendor,none,18000,1000,1,0,1,4,400,1,0.5,Agro Based Businesses,12,12,5000
386,43,M,OBC,Tiffin center,none,15000,900,0,1,1,3,100,1,0.5,Eateries,12,12,5000
387,36,F,ST,Spices and condiments business,none,48000,4000,0,3,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
388,31,M,OBC,Weaver,none,18000,900,0,2,1,4,300,1,0.5,Apparels,12,12,5000
389,26,F,OBC,Milk business,Daily wage labourer,72000,4000,0,0,1,3,300,1,0.5,Animal husbandry,12,50,5000
390,50,F,OBC,Tailoring,none,60000,4000,0,0,1,3,400,1,0.5,Apparels,12,50,5000
391,35,F,SC,Spices and condiments business,none,36000,3000,0,1,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
392,35,M,OBC,General store,none,20000,900,0,1,1,3,400,1,0.5,Retail Store,12,12,5000
393,22,F,ST,Spices and condiments business,none,36000,3000,0,1,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
394,22,F,ST,Spices and condiments business,none,48000,4000,0,0,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
395,51,F,ST,Spices and condiments business,none,48000,4000,0,0,1,2,112,1,0.5,Agro Based Businesses,12,12,5000
396,29,F,ST,Spices and condiments business,none,30000,3000,0,0,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
397,25,F,ST,Spices and condiments business,none,36000,3000,0,0,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
398,32,F,ST,Spices and condiments business,none,36000,3000,0,3,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
399,54,F,ST,Spices and condiments business,none,36000,3000,0,3,1,1,111,1,0.5,Agro Based Businesses,12,12,5000
400,24,F,OBC,Vegetable cultivation,Daily wage labourer,36000,3000,0,4,1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
401,30,F,ST,Poultry farm,Daily wage labourer,36000,3000,0,2,1,1,111,1,0.5,Meat Businesses,12,12,5000
402,25,F,OBC,General store,none,30000,3000,0,2,1,1,111,1,0.5,Retail Store,12,12,5000
403,46,F,OBC,Tailoring,none,60000,4500,0,2,1,5,400,1,0.5,Apparels,12,50,5000
404,48,F,OBC,Centering Work,Daily wage labourer,72000,4500,0,2,1,5,400,1,0.5,Construction Related Activities,12,50,5000
405,48,F,OBC,Readymade Garments,none,72000,4500,0,2,1,4,350,1,0.5,Apparels,12,50,5000
406,35,F,ST,Poultry farm,Daily wage labourer,36000,3000,0,2,1,1,112,1,0.5,Meat Businesses,12,12,5000
407,30,F,OBC,Tailoring,none,48000,4000,0,3,1,1,112,1,0.5,Apparels,12,12,5000
408,33,F,ST,Goat rearing,Daily wage labourer,40000,3200,0,5,1,1,112,1,0.5,Meat Businesses,12,12,5000
409,30,F,OBC,Tailoring,Daily wage labourer,36000,3000,0,2,1,1,111,1,0.5,Apparels,12,12,5000
410,24,F,ST,Poultry farm,Daily wage labourer,40000,3000,0,2,1,1,111,1,0.5,Meat Businesses,12,12,5000
411,49,F,ST,General store,none,35000,3200,0,0,1,2,112,1,0.5,Retail Store,12,12,5000
412,34,F,ST,General store,none,48000,4000,0,2,1,1,112,1,0.5,Retail Store,12,12,5000
413,47,F,OBC,Bakery,none,60000,4500,0,1,1,4,400,1,0.5,Eateries,12,50,5000
414,45,F,ST,Goat rearing,Daily wage labourer,60000,4500,0,0,1,2,112,1,0.5,Meat Businesses,12,12,5000
415,35,F,OBC,Tent House,Daily wage labourer,84000,5000,0,3,1,6,400,1,0.5,Retail Store,12,50,5000
416,43,F,OBC,Grocery store,none,48000,4000,0,2,1,4,400,1,0.5,Agro Based Businesses,12,50,5000
417,28,F,Other,Tailoring,none,72000,5000,0,4,1,6,400,1,0.5,Apparels,12,50,5000
418,40,F,OBC,Grocery store,none,72000,4500,0,3,1,6,350,1,0.5,Agro Based Businesses,12,50,5000
419,42,F,OBC,Dry fish selling,none,50000,4000,0,2,1,5,112,1,0.5,Meat Businesses,12,12,5000
420,23,F,OBC,Tailoring,none,30000,2500,0,2,1,4,111,1,0.5,Apparels,12,12,5000
421,45,F,OBC,Vegetable vendor,none,60000,4000,0,0,1,3,400,1,0.5,Agro Based Businesses,12,50,5000
422,36,F,SC,General store,none,40000,3200,0,1,1,4,112,1,0.5,Retail Store,12,12,5000
423,32,F,OBC,Grocery store,Daily wage labourer,72000,4500,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,5000
424,25,F,SC,Tailoring,none,36000,3000,0,2,1,4,112,1,0.5,Apparels,12,12,5000
425,45,F,OBC,Bangles business,Daily wage labourer,60000,4000,1,0,1,3,350,1,0.5,Artifical Jewellry Selling,12,50,5000
426,34,F,OBC,Milk business,none,48000,4000,0,3,1,5,112,1,0.5,Animal husbandry,12,12,5000
427,33,F,SC,Paddy cultivation,Agriculture,36000,3000,0,2,1,4,112,1,0.5,Farming/ Agriculture,12,12,5000
428,45,F,OBC,General store,Daily wage labourer,60000,4500,0,0,1,3,250,1,0.5,Retail Store,12,50,5000
429,34,F,OBC,Bangles business,Others,60000,4000,0,4,1,6,400,1,0.5,Artifical Jewellry Selling,12,50,5000
430,45,F,OBC,Eggs selling,none,36000,2500,0,0,1,3,400,1,0.5,Meat Businesses,12,50,5000
431,49,F,SC,Vegetable cultivation,Agriculture,24000,2000,0,0,1,2,112,1,0.5,Farming/ Agriculture,12,12,5000
432,41,F,SC,Tailoring,Daily wage labourer,40000,3500,0,2,1,4,112,1,0.5,Apparels,12,12,5000
433,42,F,SU,Vegetable cultivation,Daily wage labourer,18000,3000,0,1,1,4,110,1,0.5,Farming/ Agriculture,12,12,5000
434,34,F,SC,Vegetable cultivation,Agriculture,36000,3000,0,3,1,4,112,1,0.5,Farming/ Agriculture,12,12,5000
435,28,F,OBC,Goat rearing,Daily wage labourer,36000,3000,0,3,1,5,112,1,0.5,Meat Businesses,12,12,5000
436,50,F,OBC,Broom selling,Daily wage labourer,36000,5000,0,0,1,3,112,1,0.5,Retail Sale,12,12,5000
437,25,F,OBC,Vegetable vendor,Agriculture,36000,3000,0,1,1,3,112,1,0.5,Agro Based Businesses,12,12,5000
438,42,F,General,Poultry farm,none,54000,4200,0,1,1,4,225,1,0.5,Meat Businesses,12,50,5000
439,28,F,OBC,General store,none,36000,3000,0,2,1,2,112,1,0.5,Retail Store,12,12,5000
440,21,F,General,Embroidery work,none,45600,3600,0,2,1,4,250,1,0.5,Handicrafts,12,50,5000
441,36,F,OBC,Vegetable cultivation,Daily wage labourer,28000,3000,0,1,1,3,112,1,0.5,Farming/ Agriculture,12,12,5000
442,21,F,OBC,Tailoring,none,30000,3000,0,1,1,3,112,1,0.5,Apparels,12,12,5000
443,27,F,General,Poultry farm,none,44400,3600,0,2,1,4,220,1,0.5,Meat Businesses,12,50,5000
444,47,F,ST,Poultry farm,Daily wage labourer,48000,4000,0,0,1,3,112,1,0.5,Meat Businesses,12,12,5000
445,41,F,ST,Poultry farm,Livestock rearing,36000,3000,0,3,1,5,112,1,0.5,Meat Businesses,12,12,5000
446,26,F,General,Embroidery work,none,45600,3800,0,2,1,4,220,1,0.5,Handicrafts,12,50,5000
447,41,F,OBC,Goat rearing,Daily wage labourer,36000,3000,0,0,1,2,112,1,0.5,Meat Businesses,12,12,5000
448,48,F,OBC,General store,none,36000,3000,0,0,1,4,112,1,0.5,Retail Store,12,12,5000
449,25,F,General,Embroidery work,none,42000,3400,0,1,1,3,250,1,0.5,Handicrafts,12,50,5000
450,38,F,OBC,Vegetable cultivation,Agriculture,36000,3000,0,3,1,5,112,1,0.5,Farming/ Agriculture,12,12,5000
451,22,F,General,Electronic goods shop,none,42000,3800,0,2,1,4,215,1,0.5,Retail Store,12,50,5000
452,41,F,SC,Tailoring,none,48000,4000,0,4,1,7,112,1,0.5,Apparels,12,12,5000
453,19,F,ST,Vegetable vendor,none,36000,3000,0,0,1,2,112,1,0.5,Agro Based Businesses,12,12,5000
454,22,F,ST,Goat rearing,Daily wage labourer,36000,3000,0,0,1,2,112,1,0.5,Meat Businesses,12,12,5000
455,33,F,General,Tailoring,none,54000,4200,0,3,1,5,220,1,0.5,Apparels,12,50,5000
456,28,F,General,Poultry farm,none,48000,3900,0,2,1,4,220,1,0.5,Meat Businesses,12,50,5000
457,24,F,ST,Duck rearing,Daily wage labourer,36000,3000,0,0,1,2,112,1,0.5,Animal husbandry,12,12,5000
458,22,F,General,Broom selling,none,42000,3100,0,1,1,3,200,1,0.5,Retail Sale,12,50,5000
459,49,F,General,Tiffin center,none,54000,4500,0,0,1,4,250,1,0.5,Eateries,12,50,5000
460,33,F,OBC,Paddy processing,none,31000,1700,0,2,1,4,200,1,0.5,Agro Based Businesses,12,12,5000
461,46,F,OBC,Milk business,none,30000,1800,0,1,1,5,300,1,0.5,Animal husbandry,12,12,5000
462,39,F,OBC,Milk business,none,24000,1600,0,1,1,4,300,1,0.5,Animal husbandry,12,12,5000
463,32,F,OBC,Tailoring,none,24000,1700,0,2,1,5,250,1,0.5,Apparels,12,12,5000
464,44,F,Gen,Grocery store,none,60000,6000,0,0,1,1,200,1,0.5,Agro Based Businesses,12,12,5000
465,51,F,General,Embroidery work,none,54000,4400,1,1,1,3,200,1,0.5,Handicrafts,12,50,5000
466,25,F,General,Poultry farm,none,42000,3400,0,2,1,4,160,1,0.5,Meat Businesses,12,50,5000
467,39,F,General,Poultry farm,none,48000,3700,0,1,1,4,225,1,0.5,Meat Businesses,12,50,5000
468,37,F,General,Embroidery work,none,42000,3400,0,2,1,4,250,1,0.5,Handicrafts,12,50,5000
469,21,F,General,Broom selling,none,42000,3500,0,2,1,4,220,1,0.5,Retail Sale,12,50,5000
470,25,F,General,Embroidery work,none,42000,3500,0,2,1,4,220,1,0.5,Handicrafts,12,50,5000
471,26,F,General,Embroidery work,none,39600,3100,0,2,1,4,220,1,0.5,Handicrafts,12,50,5000
472,28,F,General,Poultry farm,none,44400,3700,0,2,1,4,220,1,0.5,Meat Businesses,12,50,5000
473,25,F,OBC,Milk business,none,30000,2900,0,2,1,4,300,1,0.5,Animal husbandry,12,12,5000
474,25,F,General,Embroidery work,none,42000,3000,0,1,1,3,225,1,0.5,Handicrafts,12,50,5000
475,40,F,General,Embroidery work,none,42000,3400,0,3,1,5,225,1,0.5,Handicrafts,12,50,5000
476,46,M,MM,Fancy Store,none,80000,4500,0,1,1,3,600,1,0.5,Retail Store,12,12,5000
477,40,F,OBC,Cow Rearing,none,70000,5000,0,3,1,5,500,1,0.5,Animal husbandry,12,12,5000
478,46,F,MM,Vegetable vendor,none,50000,4500,0,1,1,10,400,1,0.5,Agro Based Businesses,12,12,5000
479,37,F,OBC,Petty shop,none,80000,3500,0,2,1,2,500,1,0.5,Retail Store,12,12,5000
480,36,F,OBC,Electronic items repair,Daily wage labourer,60000,6000,0,3,1,2,500,1,0.5,Repair Services,12,12,5000
481,36,F,OBC,Auto Rickshaw,Daily wage labourer,60000,3000,0,3,1,3,300,1,0.5,Transportation Services,12,12,5000
